epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,12223,1.68839,1.21338,1.20379,0.50418,0.29821,0.262,0.14801,1.63505,1.23638,1.19667,0.00802,0.00802,0.00802
22,12803.5,1.68357,1.20148,1.19508,0.51688,0.30315,0.2777,0.16129,1.62932,1.23121,1.19157,0.007921,0.007921,0.007921
23,13382.3,1.67729,1.18879,1.19977,0.44459,0.33105,0.28243,0.15978,1.62459,1.20791,1.19361,0.007822,0.007822,0.007822
24,13963.6,1.67721,1.18433,1.19666,0.47127,0.35529,0.30444,0.1751,1.62326,1.20679,1.19405,0.007723,0.007723,0.007723
25,14543.6,1.6727,1.18216,1.19697,0.44641,0.33444,0.31363,0.18116,1.61671,1.21288,1.19315,0.007624,0.007624,0.007624
26,15124.1,1.66708,1.16682,1.19489,0.55642,0.33234,0.30484,0.17409,1.60676,1.19831,1.18035,0.007525,0.007525,0.007525
27,15704.6,1.66867,1.16243,1.1927,0.48744,0.35489,0.30826,0.17803,1.61662,1.19165,1.18544,0.007426,0.007426,0.007426
28,16285.9,1.6621,1.15326,1.18869,0.4291,0.35822,0.31349,0.18088,1.61322,1.17788,1.18491,0.007327,0.007327,0.007327
29,16865.8,1.65682,1.14553,1.18807,0.51162,0.35738,0.31502,0.18117,1.60328,1.17642,1.18365,0.007228,0.007228,0.007228
30,17446,1.65585,1.13579,1.18654,0.46937,0.36599,0.32381,0.18547,1.60711,1.1722,1.18897,0.007129,0.007129,0.007129
31,18025.3,1.64791,1.14128,1.18616,0.52458,0.34093,0.32088,0.18634,1.60009,1.1638,1.1782,0.00703,0.00703,0.00703
32,18605.5,1.64025,1.1285,1.18317,0.54828,0.36228,0.33524,0.19606,1.60017,1.15571,1.18674,0.006931,0.006931,0.006931
33,19185.9,1.64015,1.12671,1.18223,0.61292,0.34337,0.3423,0.19686,1.60019,1.15094,1.18561,0.006832,0.006832,0.006832
34,19763.8,1.63354,1.12555,1.17953,0.54778,0.3727,0.34634,0.20139,1.5934,1.15121,1.17751,0.006733,0.006733,0.006733
35,20343.7,1.6283,1.11048,1.17705,0.56597,0.37295,0.36738,0.21397,1.59045,1.14196,1.17884,0.006634,0.006634,0.006634
36,20923.5,1.63196,1.11213,1.17975,0.51365,0.38311,0.35116,0.20652,1.58707,1.14695,1.17483,0.006535,0.006535,0.006535
37,21504,1.63218,1.10092,1.1762,0.55428,0.37877,0.36381,0.21176,1.58138,1.12355,1.17353,0.006436,0.006436,0.006436
38,22083.5,1.62269,1.09473,1.17289,0.54575,0.39945,0.37932,0.22455,1.57503,1.12199,1.16701,0.006337,0.006337,0.006337
39,22663.4,1.62357,1.08188,1.17168,0.55685,0.39954,0.37098,0.21678,1.57454,1.11338,1.17112,0.006238,0.006238,0.006238
40,23242.6,1.61519,1.0855,1.17095,0.50998,0.41542,0.38478,0.22818,1.57278,1.11258,1.16611,0.006139,0.006139,0.006139
41,23820.4,1.61363,1.0809,1.17144,0.52948,0.41187,0.3785,0.22243,1.57178,1.10731,1.16827,0.00604,0.00604,0.00604
42,24398.6,1.6098,1.07735,1.16872,0.53794,0.3931,0.38891,0.22968,1.57008,1.10469,1.16792,0.005941,0.005941,0.005941
43,24978.1,1.60368,1.07154,1.16821,0.57459,0.39539,0.39943,0.23979,1.56941,1.09164,1.16732,0.005842,0.005842,0.005842
44,25559.3,1.60407,1.07166,1.16463,0.49648,0.42707,0.40328,0.2389,1.57057,1.0907,1.1675,0.005743,0.005743,0.005743
45,26139.4,1.60031,1.06107,1.16383,0.52623,0.42646,0.40396,0.23736,1.56307,1.08712,1.16468,0.005644,0.005644,0.005644
46,26719.4,1.59181,1.04581,1.16012,0.56644,0.39385,0.40603,0.23688,1.56143,1.08181,1.16488,0.005545,0.005545,0.005545
47,27298.7,1.59128,1.0552,1.16167,0.48694,0.4315,0.40777,0.2395,1.56067,1.08259,1.1625,0.005446,0.005446,0.005446
48,27878.3,1.59356,1.04453,1.1623,0.5415,0.40507,0.40867,0.24168,1.55567,1.07345,1.16332,0.005347,0.005347,0.005347
49,28458.4,1.58138,1.03327,1.15617,0.49722,0.42732,0.40891,0.2446,1.55178,1.07103,1.16264,0.005248,0.005248,0.005248
50,29038.5,1.57995,1.03256,1.15558,0.51917,0.42174,0.43149,0.2557,1.55199,1.06677,1.16151,0.005149,0.005149,0.005149
51,29616.6,1.57437,1.02667,1.15728,0.5422,0.43098,0.41823,0.24839,1.55127,1.06251,1.1603,0.00505,0.00505,0.00505
52,30195.7,1.57719,1.02588,1.15325,0.52298,0.44495,0.41414,0.2489,1.54784,1.06081,1.16135,0.004951,0.004951,0.004951
53,30775.5,1.57341,1.01893,1.1521,0.56896,0.41796,0.42801,0.25734,1.54535,1.055,1.16084,0.004852,0.004852,0.004852
54,31353.9,1.56325,1.00804,1.14854,0.52882,0.43759,0.42902,0.25802,1.54251,1.05005,1.15681,0.004753,0.004753,0.004753
55,31935.1,1.56718,1.00747,1.14568,0.51272,0.44212,0.43819,0.26236,1.54013,1.05235,1.15463,0.004654,0.004654,0.004654
56,32513.9,1.56713,1.00762,1.14776,0.4767,0.46593,0.44525,0.26737,1.53861,1.04819,1.15478,0.004555,0.004555,0.004555
57,33094.6,1.55777,0.99539,1.14305,0.49591,0.45497,0.45407,0.27613,1.53757,1.04097,1.15619,0.004456,0.004456,0.004456
58,33674.7,1.55934,0.99771,1.14679,0.51404,0.44822,0.447,0.27238,1.54132,1.03744,1.15638,0.004357,0.004357,0.004357
59,34254.6,1.55186,0.98754,1.14475,0.52824,0.44691,0.4544,0.2786,1.54006,1.03423,1.1555,0.004258,0.004258,0.004258
60,34834.5,1.54958,0.9761,1.1389,0.54784,0.43736,0.45748,0.27904,1.53634,1.02481,1.15228,0.004159,0.004159,0.004159
61,35413.2,1.54794,0.97913,1.14068,0.54557,0.44475,0.46154,0.28177,1.53226,1.02586,1.15357,0.00406,0.00406,0.00406
62,35991.4,1.53987,0.97457,1.13924,0.55496,0.44745,0.46906,0.28605,1.52908,1.02211,1.15194,0.003961,0.003961,0.003961
63,36572,1.53923,0.96426,1.1354,0.5474,0.46134,0.47121,0.28895,1.52925,1.01832,1.15162,0.003862,0.003862,0.003862
64,37151.7,1.53545,0.96175,1.13333,0.56299,0.44572,0.47432,0.29089,1.52618,1.01572,1.14963,0.003763,0.003763,0.003763
65,37732.7,1.53013,0.95883,1.13111,0.59919,0.43745,0.47751,0.29288,1.52539,1.01005,1.14954,0.003664,0.003664,0.003664
66,38312.9,1.52759,0.95075,1.13525,0.59713,0.43405,0.47984,0.29634,1.52358,1.00649,1.14997,0.003565,0.003565,0.003565
67,38891.5,1.53057,0.95055,1.13456,0.59171,0.444,0.4848,0.29995,1.51997,1.00062,1.15022,0.003466,0.003466,0.003466
68,39472,1.52656,0.94012,1.12843,0.5638,0.45396,0.48581,0.3039,1.51666,0.99987,1.14841,0.003367,0.003367,0.003367
69,40050.6,1.51598,0.93795,1.12818,0.56871,0.4601,0.48881,0.30213,1.51529,0.99713,1.14654,0.003268,0.003268,0.003268
70,40630,1.52184,0.93355,1.12647,0.58944,0.45566,0.49101,0.30258,1.51413,0.99526,1.14605,0.003169,0.003169,0.003169
71,41210.1,1.51229,0.92563,1.12392,0.54129,0.46762,0.48723,0.29995,1.51362,0.99326,1.14522,0.00307,0.00307,0.00307
72,41788.9,1.50644,0.92185,1.11772,0.54501,0.46344,0.48386,0.29903,1.51088,0.99071,1.14349,0.002971,0.002971,0.002971
73,42368.9,1.5062,0.91662,1.12371,0.54788,0.46838,0.48667,0.30383,1.50914,0.98665,1.1427,0.002872,0.002872,0.002872
74,42950,1.50517,0.91746,1.12473,0.57104,0.46992,0.49614,0.30942,1.50834,0.9855,1.14371,0.002773,0.002773,0.002773
75,43528.3,1.50641,0.91567,1.12194,0.56173,0.47361,0.49816,0.31152,1.506,0.98405,1.14311,0.002674,0.002674,0.002674
76,44109.9,1.49393,0.90355,1.11646,0.56427,0.47464,0.50252,0.31507,1.50428,0.98136,1.14176,0.002575,0.002575,0.002575
77,44692.2,1.49204,0.90043,1.11871,0.56476,0.47468,0.50191,0.31455,1.50352,0.97712,1.14219,0.002476,0.002476,0.002476
78,45271.9,1.49588,0.9046,1.11721,0.56173,0.48325,0.50446,0.31735,1.50202,0.97444,1.14111,0.002377,0.002377,0.002377
79,45851.9,1.48093,0.88872,1.11003,0.56684,0.48339,0.50852,0.31864,1.50047,0.97269,1.14031,0.002278,0.002278,0.002278
80,46433.2,1.48575,0.8883,1.11189,0.5765,0.47693,0.50837,0.31939,1.49885,0.97014,1.1393,0.002179,0.002179,0.002179
81,47013.2,1.48256,0.88372,1.10933,0.58198,0.47455,0.51002,0.32124,1.49744,0.96831,1.1393,0.00208,0.00208,0.00208
82,47593,1.47593,0.87986,1.10786,0.57601,0.48581,0.51459,0.32414,1.49554,0.96496,1.13871,0.001981,0.001981,0.001981
83,48171.5,1.46929,0.87457,1.10655,0.56808,0.48792,0.51405,0.32566,1.49483,0.96317,1.13881,0.001882,0.001882,0.001882
84,48754.3,1.47905,0.86962,1.10455,0.57586,0.4896,0.51676,0.32721,1.49407,0.96063,1.13847,0.001783,0.001783,0.001783
85,49334.3,1.46585,0.86769,1.10303,0.58478,0.48643,0.51795,0.32984,1.49327,0.95882,1.13792,0.001684,0.001684,0.001684
86,49913.4,1.4618,0.86049,1.10185,0.58536,0.48295,0.52222,0.33455,1.49244,0.95787,1.1372,0.001585,0.001585,0.001585
87,50493.2,1.46023,0.85662,1.10194,0.59845,0.48222,0.52552,0.33697,1.49209,0.95567,1.13696,0.001486,0.001486,0.001486
88,51074.7,1.46292,0.85415,1.09994,0.59939,0.48195,0.52687,0.33782,1.49186,0.95451,1.13655,0.001387,0.001387,0.001387
89,51654.3,1.45803,0.85278,1.09941,0.60034,0.48406,0.53039,0.33969,1.49124,0.95364,1.13633,0.001288,0.001288,0.001288
90,52233.1,1.44152,0.84306,1.09359,0.60235,0.48387,0.53121,0.33959,1.4909,0.95273,1.13631,0.001189,0.001189,0.001189
91,52797.8,1.41839,0.87441,1.09098,0.60135,0.48634,0.53103,0.33836,1.4908,0.9508,1.13607,0.00109,0.00109,0.00109
92,53361.4,1.41167,0.86057,1.09246,0.61062,0.48285,0.53071,0.33829,1.48998,0.94873,1.13552,0.000991,0.000991,0.000991
93,53925.6,1.40235,0.85534,1.07942,0.62142,0.47757,0.53321,0.34147,1.48991,0.94706,1.13533,0.000892,0.000892,0.000892
94,54489.2,1.40957,0.84868,1.0895,0.62048,0.47716,0.53019,0.3398,1.49006,0.94657,1.13568,0.000793,0.000793,0.000793
95,55052,1.40192,0.86075,1.0849,0.61584,0.47661,0.5304,0.3393,1.49032,0.94651,1.13596,0.000694,0.000694,0.000694
96,55615.9,1.39543,0.84173,1.08286,0.55751,0.51599,0.53194,0.34179,1.4909,0.94689,1.13646,0.000595,0.000595,0.000595
97,56179.2,1.38955,0.83572,1.08035,0.55339,0.52205,0.53304,0.34295,1.49087,0.94645,1.1366,0.000496,0.000496,0.000496
98,56742.2,1.38544,0.83306,1.07426,0.53459,0.52282,0.53378,0.34278,1.49105,0.94646,1.13638,0.000397,0.000397,0.000397
99,57305.3,1.37947,0.82204,1.07594,0.5328,0.52166,0.53346,0.34261,1.49092,0.94643,1.13648,0.000298,0.000298,0.000298
100,57868.1,1.37524,0.82519,1.07506,0.53279,0.52377,0.53369,0.34255,1.49116,0.94671,1.13658,0.000199,0.000199,0.000199
