epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,157505,0.98455,0.5359,0.9376,0.9,0.80591,0.85763,0.53233,1.47215,0.92851,1.09756,0.000793,0.000793,0.000793
188,158342,0.97287,0.53981,0.93328,0.901,0.80573,0.85779,0.5331,1.47082,0.92619,1.09716,0.0007435,0.0007435,0.0007435
189,159181,0.96808,0.52667,0.93385,0.90149,0.80598,0.85807,0.53367,1.46913,0.92494,1.09661,0.000694,0.000694,0.000694
190,160020,0.9634,0.52678,0.93233,0.90107,0.8069,0.85842,0.53433,1.46761,0.92456,1.09638,0.0006445,0.0006445,0.0006445
191,160873,0.91519,0.51966,0.88562,0.90171,0.80669,0.85859,0.53522,1.46557,0.92317,1.09578,0.000595,0.000595,0.000595
192,161714,0.90179,0.51092,0.87797,0.90206,0.80728,0.85901,0.53613,1.46418,0.92259,1.09538,0.0005455,0.0005455,0.0005455
193,162549,0.89845,0.50682,0.88331,0.90258,0.80724,0.8592,0.53656,1.46266,0.92166,1.09486,0.000496,0.000496,0.000496
194,163391,0.89012,0.49954,0.87968,0.90297,0.80739,0.85944,0.53711,1.46181,0.92054,1.09486,0.0004465,0.0004465,0.0004465
195,164227,0.87927,0.49789,0.87161,0.90313,0.8073,0.85963,0.53761,1.46062,0.9199,1.09443,0.000397,0.000397,0.000397
196,165053,0.87774,0.49836,0.87388,0.90282,0.80796,0.85988,0.53824,1.45855,0.9184,1.09385,0.0003475,0.0003475,0.0003475
197,165877,0.87386,0.49788,0.87541,0.90241,0.80852,0.86003,0.53883,1.45779,0.91724,1.09382,0.000298,0.000298,0.000298
198,166705,0.86002,0.48025,0.86865,0.90338,0.80844,0.86032,0.53935,1.45606,0.91488,1.09353,0.0002485,0.0002485,0.0002485
199,167541,0.85872,0.48054,0.87059,0.90335,0.80914,0.86059,0.53976,1.45482,0.91395,1.09322,0.000199,0.000199,0.000199
200,168390,0.85226,0.47321,0.86735,0.90352,0.80933,0.86092,0.54034,1.45334,0.9134,1.09296,0.0001495,0.0001495,0.0001495
